X_id,REC_ID,IMAGEURL,REFURL1,DIRECTION1,REFURL2,DIRECTION2,MAINROAD,CROSSROAD,OBJECTID,REFURL3,DIRECTION3,REFURL4,DIRECTION4,geometry
86,8086,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8086.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8086n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8086e.jpg,East,VICTORIA PARK AVE,FINCH AVE E,86,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8086s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8086w.jpg,West,"c(-79.3310820007673, 43.7930610055449)"
87,8087,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8087.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8087n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8087e.jpg,East,VICTORIA PARK AVE,STEELES AVE E,87,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8087s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8087w.jpg,West,"c(-79.3410529961985, 43.8155800065479)"
88,8088,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8088.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8088n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8088e.jpg,East,DON MILLS RD,OVERLEA BLVD / GATEWAY BLVD,88,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8088s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8088w.jpg,West,"c(-79.3334619967655, 43.709128998068)"
89,8089,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8089.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8089n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8089e.jpg,East,DON MILLS RD,O CONNOR DR,89,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8089w.jpg,West,"c(-79.3398250039533, 43.6956280022827)"
90,8090,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8090.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8090n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8090e.jpg,East,DON MILLS RD,LAWRENCE AVE E,90,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8090s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8090w.jpg,West,"c(-79.3437260092066, 43.7372380052751)"
91,8091,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8091.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8091n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8091e.jpg,East,DON MILLS RD,YORK MILLS RD,91,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8091s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8091w.jpg,West,"c(-79.347275998448, 43.7559609952673)"
92,8092,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8092.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8092n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8092e.jpg,East,SHEPPARD AVE E,DON MILLS RD,92,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8092s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8092w.jpg,West,"c(-79.3467159979611, 43.7750169993647)"
93,8093,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8093.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8093n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8093e.jpg,East,DON MILLS RD,FINCH AVE E,93,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8093s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8093w.jpg,West,"c(-79.3550520097319, 43.792762001731)"
94,8094,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8094.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8094n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8094e.jpg,East,DON MILLS RD,STEELES AVE E,94,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8094s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8094w.jpg,West,"c(-79.3610460006792, 43.8112600069211)"
95,8095,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8095.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8095n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8095e.jpg,East,STEELES AVE E,WOODBINE AVE,95,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8095s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8095w.jpg,West,"c(-79.3488000114673, 43.8137039955886)"
96,8096,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8096.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8096n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8096e.jpg,East,LESLIE ST,YORK MILLS RD,96,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8096s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8096w.jpg,West,"c(-79.360198007398, 43.7531449989851)"
97,8097,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8097.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8097n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8097e.jpg,East,LESLIE ST,401 C E LESLIE ST RAMP / LESMILL RD,97,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8097s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8097w.jpg,West,"c(-79.3615929909876, 43.7639420028642)"
98,8098,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8098.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8098n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8098e.jpg,East,SHEPPARD AVE E,LESLIE ST,98,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8098s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8098w.jpg,West,"c(-79.3639080084236, 43.7719200032638)"
99,8099,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8099.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8099n.jpg,North,None,None,BAYVIEW AVE,POTTERY RD / PRIVATE ACCESS,99,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8099s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8099w.jpg,West,"c(-79.3658519985922, 43.6831840090544)"
100,8100,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8100.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8100n.jpg,North,None,None,BAYVIEW AVE,ROSEDALE VALLEY RD,100,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8100s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8100w.jpg,West,"c(-79.3601799971434, 43.6703370023874)"
101,8101,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8101.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8101n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8101e.jpg,East,BAYVIEW AVE,POTTERY RD,101,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8101s.jpg,South,None,None,"c(-79.3635229974919, 43.6881609987039)"
102,8102,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8102.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102e.jpg,East,SHEPPARD AVE E,BAYVIEW AVE,102,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102w.jpg,West,"c(-79.3877150011279, 43.7665330068348)"
103,8103,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8103.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8103n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8103e.jpg,East,YONGE ST,LORD SEATON W YONGE RAMP,103,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8103s.jpg,South,None,None,"c(-79.4078109962111, 43.7524550047252)"
104,8104,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8104.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104e.jpg,East,SHEPPARD AVE,YONGE ST,104,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104w.jpg,West,"c(-79.4110470003991, 43.7612890079355)"
105,8105,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8105.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105e.jpg,East,BATHURST ST,FORT YORK BLVD,105,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105w.jpg,West,"c(-79.4008070060979, 43.6388950079082)"
106,8106,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8106.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106e.jpg,East,SHEPPARD AVE W,BATHURST ST,106,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106w.jpg,West,"c(-79.4383290068312, 43.75563800789)"
107,8107,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8107.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107e.jpg,East,DUFFERIN ST,FINCH AVE W,107,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107w.jpg,West,"c(-79.4671819964374, 43.7689070044526)"
108,8108,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8108.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108e.jpg,East,KEELE ST,ST CLAIR AVE W,108,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108w.jpg,West,"c(-79.4674010077901, 43.6724620027878)"
109,8109,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8109.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109e.jpg,East,KEELE ST,STEELES AVE W,109,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109w.jpg,West,"c(-79.494116999982, 43.7814840033928)"
110,8110,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8110.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110e.jpg,East,BLACK CREEK DR,LAWRENCE AVE W,110,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110w.jpg,West,"c(-79.4941649937678, 43.7047710007162)"
111,8111,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8111.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111e.jpg,East,RATHBURN RD,THE WEST MALL,111,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111w.jpg,West,"c(-79.5722609993288, 43.6529010078677)"
112,8112,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8112.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112e.jpg,East,RATHBURN RD,RENFORTH DR,112,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112w.jpg,West,"c(-79.5792050011891, 43.6513690030528)"
113,8113,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8113.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113e.jpg,East,BAY ST,QUEEN ST W,113,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113w.jpg,West,"c(-79.3816090020626, 43.6519740075906)"
114,8114,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8114.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114e.jpg,East,BAY ST,QUEEN ST W,114,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114w.jpg,West,"c(-79.382304995923, 43.651957002608)"
115,8115,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8115.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115e.jpg,East,QUEENS QUAY W,BAY ST / HARBOUR SQ,115,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115w.jpg,West,"c(-79.3768619992337, 43.6410650075523)"
116,8116,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8116.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116e.jpg,East,BLOOR ST W,KEELE ST / PARKSIDE DR,116,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116w.jpg,West,"c(-79.4602409951327, 43.6547530021496)"
117,8117,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8117.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117e.jpg,East,BLOOR ST W,KEELE ST / PARKSIDE DR,117,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117w.jpg,West,"c(-79.4598189937303, 43.6545739976846)"
118,8118,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8118.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118e.jpg,East,STEELES AVE W,DUFFERIN ST,118,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118w.jpg,West,"c(-79.4699609892263, 43.787509006058)"
119,8119,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8119.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8119n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8119e.jpg,East,DUNDAS ST W,THE WEST MALL,119,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8119w.jpg,West,"c(-79.5594900029747, 43.6281210063405)"
120,8120,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8120.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120e.jpg,East,ELLESMERE RD,BIRCHMOUNT RD,120,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120w.jpg,West,"c(-79.2915649999591, 43.7632260008421)"
121,8121,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8121.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121e.jpg,East,MCCOWAN RD,ELLESMERE RD,121,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121w.jpg,West,"c(-79.2516109988249, 43.771928005528)"
122,8122,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8122.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122e.jpg,East,MARKHAM RD,ELLESMERE RD,122,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122w.jpg,West,"c(-79.2314420031863, 43.7764070076806)"
123,8123,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8123.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123e.jpg,East,BROWNS LINE,EVANS BROWNS LN RAMP,123,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123w.jpg,West,"c(-79.5484940050549, 43.6091070005587)"
124,8124,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8124.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124e.jpg,East,KIPLING AVE,EVANS AVE,124,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124w.jpg,West,"c(-79.5245580058068, 43.6160960061787)"
125,8125,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8125.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125e.jpg,East,KEELE ST,401 C E KEELE ST RAMP,125,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125w.jpg,West,"c(-79.4809789980109, 43.7214200027604)"
126,8126,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8126.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126e.jpg,East,401 C E BAYVIEW RAMP,401 C E BAYVIEW RAMP,126,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126w.jpg,West,"c(-79.3867279956159, 43.7619370022874)"
127,8127,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8127.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127e.jpg,East,VICTORIA PARK AVE,401 C E VICTORIA PR RAMP,127,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127w.jpg,West,"c(-79.3194100080628, 43.7669629980857)"
128,8128,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8128.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128e.jpg,East,KEELE ST,SHEPPARD AVE W,128,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128w.jpg,West,"c(-79.4861479988486, 43.7447330060769)"
129,8129,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8129.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129e.jpg,East,KEELE ST,WILSON AVE,129,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129w.jpg,West,"c(-79.4817630039992, 43.7266450111262)"
130,8130,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8130.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130e.jpg,East,DUNDAS ST W,KEELE ST,130,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130w.jpg,West,"c(-79.4646509968386, 43.6653520055123)"
131,8131,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8131.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131e.jpg,East,KING ST W,JAMESON AVE,131,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131w.jpg,West,"c(-79.4358309963938, 43.6371380026045)"
132,8132,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8132.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132e.jpg,East,KING ST W,DUFFERIN ST,132,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132w.jpg,West,"c(-79.4271710096162, 43.6389119994195)"
133,8133,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8133.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133e.jpg,East,KING ST W,STRACHAN AVE,133,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133w.jpg,West,"c(-79.4119000078303, 43.6421910016468)"
