sign_id,X_id,ward_no,longitude,latitude,speed_limit,volume,speed_bin,no_camera_in_radius,prob_high_speed
978,63,16,-79.4071124114329,43.77483588256873,50,77,"[45,50)",TRUE,0.12078052596189082
164,240,15,-79.62699525789358,43.606019098917024,50,16,"[10,15)",FALSE,0.27325429841876026
23,423,1,-79.39657295831712,43.79814722151495,30,53,"[45,50)",FALSE,0.23757148133590816
488,162,16,-79.3411517104134,43.68529378431849,40,31,"[10,15)",FALSE,0.12078052596189082
2622,376,1,-79.56344057932729,43.798042207909745,50,8,"[70,75)",TRUE,0.23757148133590816
416,17,5,-79.09552684612572,43.70821021725423,30,6,"[85,90)",TRUE,0.2390534340403974
659,318,25,-79.12963279953692,43.787649989454074,60,30,"[40,45)",FALSE,0.10599813573062421
2132,176,23,-79.18932938545477,43.65035265162587,40,94,"[10,15)",TRUE,0.20431941663846373
978,361,16,-79.40376038206742,43.70940851331688,60,66,"[60,65)",FALSE,0.12078052596189082
302,362,23,-79.57027086220916,43.66637532473542,60,14,"[15,20)",TRUE,0.20431941663846373
2611,207,8,-79.1000820487272,43.71159834614955,60,57,"[85,90)",TRUE,0.13440989600494505
659,336,20,-79.28791600010591,43.79890880859457,30,21,"[25,30)",FALSE,0.17796507151797414
488,392,2,-79.39029923585477,43.758842737833035,40,51,"[35,40)",TRUE,0.19843852175399662
302,317,23,-79.19307861945127,43.74344661980867,60,56,"[35,40)",FALSE,0.20431941663846373
66,207,10,-79.12660023648058,43.73957101725973,60,49,"[50,55)",TRUE,0.14983852771110834
1961,359,14,-79.10194587821607,43.63178488546983,30,35,"[25,30)",FALSE,0.2189563052263111
66,11,8,-79.15019537331537,43.670457302080465,40,9,"[25,30)",FALSE,0.13440989600494505
23,359,12,-79.38758071735502,43.661895419843496,50,61,"[5,10)",FALSE,0.23205783595331012
1961,208,22,-79.46145772649906,43.775973615841934,40,24,"[45,50)",FALSE,0.2284611279144883
719,186,7,-79.06795719099463,43.7050266305916,30,79,"[75,80)",TRUE,0.16900317068211734
164,234,14,-79.07737422328209,43.66320909368805,60,82,"[55,60)",TRUE,0.2189563052263111
302,165,8,-79.50305064667482,43.65331931374967,40,62,"[35,40)",FALSE,0.13440989600494505
950,392,16,-79.58885222952813,43.717293318826705,50,31,"[95,100)",FALSE,0.12078052596189082
719,88,10,-79.49613281758502,43.67967675244436,40,75,"[30,35)",FALSE,0.14983852771110834
2194,63,20,-79.22193606635555,43.76443865681067,40,13,"[100,)",TRUE,0.17796507151797414
23,298,2,-79.0442225452396,43.74870177004486,60,27,"[15,20)",FALSE,0.19843852175399662
66,17,5,-79.56901966230944,43.75492876442149,40,6,"[50,55)",TRUE,0.2390534340403974
659,110,5,-79.22455333663383,43.75625988091342,40,90,"[10,15)",TRUE,0.2390534340403974
302,248,25,-79.088965682243,43.781236968422306,40,95,"[95,100)",FALSE,0.10599813573062421
164,186,8,-79.3053660505335,43.72394079924561,60,57,"[50,55)",TRUE,0.13440989600494505
950,110,25,-79.62308840564219,43.779001981345935,60,24,"[75,80)",TRUE,0.10599813573062421
2194,117,17,-79.22242045534077,43.63126738155261,30,87,"[95,100)",FALSE,0.18366153482347725
978,186,8,-79.24535534953466,43.65119430115446,30,19,"[45,50)",FALSE,0.13440989600494505
144,376,21,-79.1435419120593,43.7993127958849,30,31,"[85,90)",FALSE,0.17609285484068096
23,234,13,-79.00375042625237,43.79577277116477,50,12,"[25,30)",TRUE,0.21606338378041984
1961,338,12,-79.57543829274364,43.735612300271164,40,75,"[85,90)",TRUE,0.23205783595331012
2622,237,4,-79.29555091828807,43.69037612867542,40,52,"[85,90)",TRUE,0.29900998231023546
144,63,12,-79.53842557788595,43.64388099918142,50,42,"[70,75)",FALSE,0.23205783595331012
302,386,8,-79.07454145116499,43.75920534832403,30,20,"[80,85)",TRUE,0.13440989600494505
2194,208,14,-79.29100788235665,43.68172152386978,40,42,"[85,90)",TRUE,0.2189563052263111
1961,362,2,-79.11889931275509,43.66803819276392,30,46,"[20,25)",FALSE,0.19843852175399662
416,88,3,-79.2386099918047,43.6542395951692,30,100,"[65,70)",FALSE,0.1690231145825237
667,375,11,-79.49785790696042,43.75311934808269,40,80,"[60,65)",FALSE,0.2465580616146326
144,298,20,-79.15560382190161,43.7005731285084,50,9,"[85,90)",FALSE,0.17796507151797414
23,316,13,-79.25430750267115,43.68790238774382,30,2,"[95,100)",FALSE,0.21606338378041984
2622,88,5,-79.24205786216771,43.615309505071494,30,25,"[50,55)",FALSE,0.2390534340403974
659,248,24,-79.19225282334956,43.65887551237829,40,16,"[5,10)",TRUE,0.13554216166958213
950,409,12,-79.01424717048648,43.69932872201316,50,59,"[85,90)",FALSE,0.23205783595331012
659,63,19,-79.45765585905174,43.619770849030466,60,78,"[35,40)",FALSE,0.1704713825136423
302,186,10,-79.24258502359736,43.73916087937541,60,32,"[65,70)",FALSE,0.14983852771110834
416,88,21,-79.63218437876786,43.728227429604154,50,45,"[25,30)",FALSE,0.17609285484068096
719,423,5,-79.00505292705493,43.730709881940854,60,6,"[45,50)",TRUE,0.2390534340403974
719,110,23,-79.44289432201768,43.689368340559305,40,68,"[55,60)",FALSE,0.20431941663846373
2611,393,13,-79.500326985796,43.64020012747496,60,78,"[30,35)",FALSE,0.21606338378041984
1961,84,17,-79.38974585871911,43.7870028453879,60,91,"[85,90)",FALSE,0.18366153482347725
950,63,21,-79.4779897315777,43.79950259402394,50,98,"[25,30)",FALSE,0.17609285484068096
2194,250,6,-79.19210752098589,43.700732581410556,50,79,"[55,60)",TRUE,0.10214000712148846
66,243,24,-79.23500112149632,43.6226156313438,50,54,"[30,35)",TRUE,0.13554216166958213
719,176,15,-79.60521101880586,43.79820066867396,50,31,"[10,15)",TRUE,0.27325429841876026
2611,319,4,-79.34161592805758,43.75131527115591,50,44,"[85,90)",FALSE,0.29900998231023546
2611,208,15,-79.1986741688219,43.683279022853824,50,8,"[85,90)",TRUE,0.27325429841876026
164,208,2,-79.1015887364396,43.62253349269741,60,16,"[85,90)",FALSE,0.19843852175399662
659,318,11,-79.2716984097613,43.66781115136109,50,21,"[95,100)",FALSE,0.2465580616146326
2132,338,23,-79.61881678801728,43.6338535531424,30,41,"[5,10)",FALSE,0.20431941663846373
659,318,8,-79.33180001096335,43.70456387773156,30,52,"[75,80)",FALSE,0.13440989600494505
302,162,15,-79.61898721719626,43.75253607709892,40,99,"[60,65)",TRUE,0.27325429841876026
23,243,8,-79.62163536959561,43.64278746610508,40,19,"[10,15)",FALSE,0.13440989600494505
164,386,18,-79.59268520126352,43.7593744403217,50,89,"[85,90)",FALSE,0.2735045649576932
950,362,2,-79.18969595873496,43.69710532417521,40,95,"[85,90)",FALSE,0.19843852175399662
164,336,11,-79.22145165436669,43.79149004863575,50,92,"[70,75)",FALSE,0.2465580616146326
23,63,21,-79.56042728093453,43.65500010843389,50,90,"[85,90)",FALSE,0.17609285484068096
2132,181,12,-79.21692994328914,43.669047797471286,40,16,"[85,90)",FALSE,0.23205783595331012
2622,243,20,-79.45153963846387,43.66662751478143,30,97,"[95,100)",FALSE,0.17796507151797414
2622,176,16,-79.27155852536671,43.687748265685514,40,61,"[45,50)",FALSE,0.12078052596189082
659,12,6,-79.47418239697582,43.75971527034417,40,22,"[85,90)",FALSE,0.10214000712148846
2194,84,17,-79.21712672952563,43.75062900595367,30,21,"[85,90)",FALSE,0.18366153482347725
488,84,10,-79.4834353250335,43.72254598243162,30,27,"[85,90)",FALSE,0.14983852771110834
488,361,20,-79.26916171361226,43.76751037486829,60,63,"[30,35)",FALSE,0.17796507151797414
416,298,10,-79.46732367944206,43.660481840511785,50,60,"[30,35)",TRUE,0.14983852771110834
2132,162,25,-79.44954145802186,43.63441492798738,50,54,"[85,90)",TRUE,0.10599813573062421
2132,84,15,-79.07465292920824,43.60029251743108,40,62,"[85,90)",FALSE,0.27325429841876026
667,63,4,-79.06112115189899,43.679211121983826,60,90,"[15,20)",FALSE,0.29900998231023546
66,248,23,-79.49214288395598,43.61566491667181,40,76,"[85,90)",FALSE,0.20431941663846373
950,176,8,-79.18941371992696,43.75632049813866,40,94,"[35,40)",FALSE,0.13440989600494505
2132,88,15,-79.36603223755957,43.750035281851886,60,89,"[60,65)",FALSE,0.27325429841876026
1961,386,13,-79.53077976610513,43.75502121108584,50,76,"[85,90)",TRUE,0.21606338378041984
659,319,3,-79.51137698079692,43.70914466963149,30,23,"[90,95)",FALSE,0.1690231145825237
23,338,7,-79.59589028607589,43.61164588360116,50,56,"[85,90)",TRUE,0.16900317068211734
667,317,9,-79.3165130544221,43.678707918338475,40,80,"[85,90)",TRUE,0.2898721339181065
2622,110,21,-79.48736038014759,43.73705719714053,60,16,"[10,15)",FALSE,0.17609285484068096
1961,165,9,-79.43133351423312,43.737938274769114,40,58,"[75,80)",FALSE,0.2898721339181065
667,162,2,-79.32870062437142,43.76151721002534,40,30,"[65,70)",FALSE,0.19843852175399662
667,409,2,-79.04616298344918,43.6986828320194,30,53,"[85,90)",FALSE,0.19843852175399662
978,362,4,-79.3013028291869,43.714124247385186,50,37,"[70,75)",FALSE,0.29900998231023546
978,386,4,-79.34742356155766,43.77901352643966,40,87,"[50,55)",FALSE,0.29900998231023546
302,376,24,-79.38853549577762,43.77924870881252,50,11,"[85,90)",FALSE,0.13554216166958213
2194,243,20,-79.62330806509127,43.699549444206056,50,24,"[10,15)",TRUE,0.17796507151797414
2132,392,7,-79.63010970522883,43.653661124128845,60,31,"[65,70)",FALSE,0.16900317068211734
302,12,5,-79.51128622542602,43.620452367747205,60,59,"[80,85)",FALSE,0.2390534340403974
719,298,12,-79.09892698418116,43.799502261821175,60,61,"[20,25)",FALSE,0.23205783595331012
978,375,17,-79.44451561929891,43.67002630038187,60,81,"[25,30)",TRUE,0.18366153482347725
164,376,22,-79.62180774924346,43.7366916324012,40,19,"[80,85)",FALSE,0.2284611279144883
2622,11,7,-79.03123793135164,43.78026253171265,40,33,"[60,65)",TRUE,0.16900317068211734
1961,243,17,-79.17929034534609,43.64996252483688,40,84,"[5,10)",FALSE,0.18366153482347725
1961,316,5,-79.36960408982122,43.70495149632916,60,46,"[65,70)",TRUE,0.2390534340403974
144,84,20,-79.14342876746086,43.771297922125086,40,39,"[100,)",FALSE,0.17796507151797414
719,207,6,-79.14392508732854,43.64141653291881,30,32,"[55,60)",TRUE,0.10214000712148846
66,375,14,-79.37440043109237,43.79031644226052,40,49,"[70,75)",FALSE,0.2189563052263111
66,110,12,-79.06855428977869,43.70762091726065,50,49,"[50,55)",FALSE,0.23205783595331012
659,393,22,-79.46028836577898,43.72146382341161,30,97,"[30,35)",FALSE,0.2284611279144883
23,51,4,-79.57213989022421,43.70778763918206,40,72,"[95,100)",FALSE,0.29900998231023546
66,338,11,-79.37144101076993,43.75338712637313,30,64,"[50,55)",TRUE,0.2465580616146326
2132,362,1,-79.45526378771756,43.61405922411941,50,79,"[75,80)",FALSE,0.23757148133590816
978,393,22,-79.45729915782577,43.60623960029334,40,22,"[40,45)",TRUE,0.2284611279144883
164,393,10,-79.41746857193066,43.611429827846585,50,34,"[60,65)",FALSE,0.14983852771110834
719,423,3,-79.62474272832043,43.70727999075316,30,60,"[5,10)",FALSE,0.1690231145825237
719,243,22,-79.0327348830644,43.60476412461139,60,82,"[30,35)",FALSE,0.2284611279144883
950,12,6,-79.08297613165341,43.68961220788769,60,98,"[15,20)",FALSE,0.10214000712148846
978,375,10,-79.12037290167063,43.62295960863121,30,66,"[60,65)",FALSE,0.14983852771110834
164,208,13,-79.16608286224073,43.62590408590622,30,42,"[10,15)",TRUE,0.21606338378041984
2132,12,17,-79.0889677537838,43.724221382196994,30,77,"[50,55)",FALSE,0.18366153482347725
2622,63,22,-79.23773535997607,43.662142641656104,50,42,"[85,90)",FALSE,0.2284611279144883
416,116,23,-79.62967988018646,43.74040463981218,60,32,"[85,90)",FALSE,0.20431941663846373
302,17,4,-79.2795637179981,43.762997014075516,60,13,"[85,90)",FALSE,0.29900998231023546
416,51,24,-79.56468870611862,43.71193771827966,40,67,"[50,55)",FALSE,0.13554216166958213
2194,250,20,-79.56231735806215,43.76379496450536,40,1,"[25,30)",FALSE,0.17796507151797414
2194,234,24,-79.34306801081402,43.69500669846311,50,68,"[35,40)",FALSE,0.13554216166958213
2622,63,9,-79.0936074426514,43.76320163914934,50,72,"[20,25)",FALSE,0.2898721339181065
2194,181,22,-79.53357881408884,43.63605850948952,40,43,"[85,90)",TRUE,0.2284611279144883
416,423,10,-79.54120179170278,43.72079650009982,40,51,"[80,85)",FALSE,0.14983852771110834
66,51,14,-79.28211417185376,43.745884283212945,60,10,"[35,40)",FALSE,0.2189563052263111
144,208,5,-79.39984353457112,43.62182590495795,30,55,"[85,90)",TRUE,0.2390534340403974
2194,17,1,-79.2367429449805,43.60640498478897,60,30,"[70,75)",FALSE,0.23757148133590816
144,387,13,-79.1447084805579,43.66441681329161,60,62,"[80,85)",TRUE,0.21606338378041984
2194,392,11,-79.09481658806325,43.729861170751974,60,70,"[75,80)",TRUE,0.2465580616146326
659,234,25,-79.10856401612982,43.690039842668924,30,26,"[70,75)",FALSE,0.10599813573062421
488,11,20,-79.03895868756808,43.6900902107358,40,52,"[30,35)",FALSE,0.17796507151797414
66,146,2,-79.11271091634407,43.770493775466456,50,56,"[85,90)",FALSE,0.19843852175399662
164,63,24,-79.07656919010915,43.675587982079016,60,12,"[15,20)",FALSE,0.13554216166958213
2194,165,5,-79.46602112007095,43.60817703930661,60,10,"[50,55)",FALSE,0.2390534340403974
659,361,24,-79.16265646595275,43.76965090697631,50,57,"[35,40)",FALSE,0.13554216166958213
2132,250,4,-79.36552575990791,43.60463027097285,40,58,"[25,30)",FALSE,0.29900998231023546
23,362,14,-79.11120759715558,43.7041956779547,60,16,"[45,50)",TRUE,0.2189563052263111
23,423,22,-79.11807465245947,43.74810145604424,60,28,"[30,35)",FALSE,0.2284611279144883
1961,248,24,-79.30029145992594,43.62044390002266,50,25,"[85,90)",FALSE,0.13554216166958213
667,51,13,-79.2232380465488,43.625999248586595,30,15,"[15,20)",TRUE,0.21606338378041984
144,361,16,-79.03224308810896,43.63980382350273,30,65,"[50,55)",FALSE,0.12078052596189082
2622,234,22,-79.0990414909902,43.74377882294357,40,49,"[25,30)",TRUE,0.2284611279144883
2611,186,23,-79.50596059246455,43.64730034596287,60,68,"[25,30)",FALSE,0.20431941663846373
164,243,12,-79.01696411126758,43.716927129449324,50,42,"[100,)",FALSE,0.23205783595331012
416,162,11,-79.10597177520394,43.73301805104129,50,87,"[90,95)",FALSE,0.2465580616146326
23,423,25,-79.47065877190326,43.69937638565898,40,1,"[85,90)",FALSE,0.10599813573062421
950,165,19,-79.0225686196587,43.798414850467815,30,99,"[85,90)",FALSE,0.1704713825136423
2132,21,18,-79.33945352095179,43.7695575016085,50,68,"[40,45)",FALSE,0.2735045649576932
719,117,5,-79.06420726446667,43.63986455812119,40,71,"[95,100)",FALSE,0.2390534340403974
2611,51,23,-79.59498622483807,43.79880331666209,60,7,"[30,35)",FALSE,0.20431941663846373
950,248,16,-79.0724327347707,43.668231742689386,30,86,"[35,40)",FALSE,0.12078052596189082
2622,63,5,-79.63228685586947,43.76388595160097,50,28,"[85,90)",FALSE,0.2390534340403974
978,165,23,-79.17293596793898,43.73321320577524,50,20,"[5,10)",FALSE,0.20431941663846373
488,110,3,-79.55284137494164,43.61276871864684,50,90,"[95,100)",FALSE,0.1690231145825237
659,186,11,-79.01980669263284,43.79474431062117,40,48,"[60,65)",TRUE,0.2465580616146326
2132,392,3,-79.16888859899483,43.7141084657982,40,14,"[85,90)",TRUE,0.1690231145825237
2132,186,16,-79.1552979731583,43.73654756993055,30,77,"[80,85)",FALSE,0.12078052596189082
667,392,17,-79.59397032203852,43.681477661896494,60,10,"[15,20)",FALSE,0.18366153482347725
2194,12,11,-79.43799162419747,43.75695967641659,50,90,"[5,10)",FALSE,0.2465580616146326
144,248,2,-79.50587844878902,43.604887614026666,60,82,"[5,10)",FALSE,0.19843852175399662
1961,298,25,-79.41919261630392,43.776059889048334,40,5,"[50,55)",TRUE,0.10599813573062421
950,181,12,-79.32225675588707,43.61704063350335,30,76,"[30,35)",FALSE,0.23205783595331012
144,162,12,-79.32506049752702,43.726906458660956,60,80,"[35,40)",TRUE,0.23205783595331012
2194,403,12,-79.53614009661834,43.76083944798447,30,96,"[60,65)",FALSE,0.23205783595331012
719,208,12,-79.06479918863624,43.60679373070598,60,43,"[10,15)",TRUE,0.23205783595331012
302,117,16,-79.44307428894099,43.66737881517038,50,4,"[60,65)",TRUE,0.12078052596189082
416,51,5,-79.55777253102279,43.68639204530045,40,94,"[85,90)",FALSE,0.2390534340403974
302,181,3,-79.12638773298822,43.68195929769426,50,34,"[15,20)",FALSE,0.1690231145825237
66,240,1,-79.48675569983898,43.689421413699165,40,91,"[20,25)",FALSE,0.23757148133590816
164,243,10,-79.54573435445782,43.67224051668309,40,17,"[30,35)",FALSE,0.14983852771110834
2611,21,11,-79.084274105425,43.68357905196026,30,53,"[10,15)",FALSE,0.2465580616146326
2132,207,20,-79.59512663438218,43.76522066253237,30,96,"[85,90)",FALSE,0.17796507151797414
950,51,23,-79.44869115423644,43.76992362402379,30,29,"[90,95)",FALSE,0.20431941663846373
950,88,18,-79.1631911727367,43.695747507642956,40,56,"[65,70)",FALSE,0.2735045649576932
719,21,16,-79.09430792354979,43.623346995562315,40,13,"[35,40)",FALSE,0.12078052596189082
164,63,13,-79.2019556320156,43.73923191875219,50,30,"[85,90)",FALSE,0.21606338378041984
302,234,5,-79.14928441536613,43.72109947130084,50,80,"[25,30)",TRUE,0.2390534340403974
302,387,12,-79.39200654142769,43.71613001758232,50,46,"[90,95)",FALSE,0.23205783595331012
164,376,2,-79.36118155557197,43.74857252384536,50,56,"[30,35)",TRUE,0.19843852175399662
2132,386,11,-79.61589152299567,43.67034553042613,30,42,"[5,10)",TRUE,0.2465580616146326
302,162,3,-79.14557695769471,43.79061693651602,40,86,"[5,10)",FALSE,0.1690231145825237
659,376,6,-79.24356226419332,43.794048374658445,60,64,"[25,30)",TRUE,0.10214000712148846
2611,248,20,-79.24126791652525,43.653449503332375,60,83,"[35,40)",TRUE,0.17796507151797414
667,117,4,-79.01413684943691,43.62058016974479,50,16,"[25,30)",FALSE,0.29900998231023546
978,240,18,-79.06465578619391,43.73443979406729,50,57,"[85,90)",FALSE,0.2735045649576932
302,387,5,-79.61422691011103,43.7533444927074,40,18,"[85,90)",TRUE,0.2390534340403974
659,117,22,-79.09603426571702,43.647607716638596,30,35,"[60,65)",FALSE,0.2284611279144883
488,248,15,-79.62449187302263,43.72402029684745,50,19,"[30,35)",FALSE,0.27325429841876026
488,12,12,-79.54660381363938,43.654368214309216,30,65,"[85,90)",FALSE,0.23205783595331012
719,386,12,-79.35144832273946,43.70156550430693,40,5,"[55,60)",TRUE,0.23205783595331012
950,423,19,-79.21448099508416,43.70795416855253,30,72,"[100,)",TRUE,0.1704713825136423
659,146,9,-79.14686713004485,43.61986768911593,50,78,"[85,90)",FALSE,0.2898721339181065
667,11,15,-79.62860515625216,43.72255167351104,60,71,"[15,20)",FALSE,0.27325429841876026
2611,387,25,-79.02122903119307,43.65154050504789,60,36,"[95,100)",TRUE,0.10599813573062421
2132,17,25,-79.41723806549562,43.64321441152133,40,35,"[100,)",TRUE,0.10599813573062421
2194,21,1,-79.22623434644193,43.79841669728048,50,35,"[30,35)",FALSE,0.23757148133590816
1961,116,18,-79.0364906906616,43.657904071034864,30,93,"[55,60)",TRUE,0.2735045649576932
1961,51,20,-79.4695809108438,43.64666106640361,40,32,"[35,40)",FALSE,0.17796507151797414
2132,11,23,-79.63760651680641,43.61639830819331,50,69,"[65,70)",FALSE,0.20431941663846373
302,376,21,-79.59043027870358,43.65035927016288,30,81,"[10,15)",FALSE,0.17609285484068096
950,248,20,-79.39455122832442,43.78398258183151,30,23,"[85,90)",TRUE,0.17796507151797414
144,361,13,-79.5263739941176,43.78965102164074,30,92,"[40,45)",FALSE,0.21606338378041984
2611,316,12,-79.41251269901404,43.79706036578864,60,51,"[85,90)",FALSE,0.23205783595331012
23,207,20,-79.02679519080557,43.67765691983514,30,58,"[25,30)",FALSE,0.17796507151797414
2622,319,17,-79.4935725361691,43.79244298897683,40,61,"[70,75)",FALSE,0.18366153482347725
1961,362,17,-79.31126934478526,43.788323923712596,30,56,"[70,75)",FALSE,0.18366153482347725
978,116,7,-79.31722987488611,43.629157793847845,40,81,"[15,20)",FALSE,0.16900317068211734
667,250,11,-79.64254375372548,43.68353736372664,30,85,"[35,40)",FALSE,0.2465580616146326
416,234,11,-79.41586013612105,43.760354660730805,40,52,"[40,45)",TRUE,0.2465580616146326
302,51,3,-79.58250901707216,43.60671975552105,50,80,"[15,20)",FALSE,0.1690231145825237
164,11,4,-79.4894641498453,43.71599651640281,40,74,"[95,100)",FALSE,0.29900998231023546
667,63,8,-79.12591221736511,43.71438751872629,60,94,"[50,55)",TRUE,0.13440989600494505
164,317,25,-79.28966010882287,43.62459438107908,30,75,"[35,40)",FALSE,0.10599813573062421
667,51,14,-79.13290231247666,43.706780020194124,50,45,"[10,15)",FALSE,0.2189563052263111
659,110,3,-79.50209955807077,43.71428280794061,30,90,"[80,85)",FALSE,0.1690231145825237
667,248,17,-79.63164423055714,43.65455142124556,30,68,"[100,)",FALSE,0.18366153482347725
2132,318,23,-79.13439569559414,43.678181058680636,60,85,"[70,75)",FALSE,0.20431941663846373
66,181,11,-79.13067611362786,43.76147683151066,40,54,"[70,75)",TRUE,0.2465580616146326
719,386,11,-79.45162416014355,43.72258754675276,50,58,"[20,25)",TRUE,0.2465580616146326
164,386,9,-79.53752719840269,43.680604418553415,50,95,"[30,35)",FALSE,0.2898721339181065
66,317,11,-79.37298854618567,43.61191988079809,60,71,"[85,90)",FALSE,0.2465580616146326
667,316,23,-79.18559784354875,43.601392307365316,60,44,"[85,90)",FALSE,0.20431941663846373
164,165,13,-79.6291604717495,43.75332315727137,50,63,"[5,10)",FALSE,0.21606338378041984
2611,338,16,-79.55565615728266,43.6457561230287,40,57,"[85,90)",FALSE,0.12078052596189082
66,12,2,-79.60865130824969,43.78773196120746,30,25,"[55,60)",FALSE,0.19843852175399662
416,181,5,-79.37236420939443,43.763128568232055,50,54,"[65,70)",FALSE,0.2390534340403974
950,376,19,-79.12133624366251,43.73134272177703,30,2,"[10,15)",FALSE,0.1704713825136423
2611,361,1,-79.42253630441847,43.749830540781836,50,37,"[5,10)",FALSE,0.23757148133590816
978,207,11,-79.37512694881298,43.73240048182197,30,15,"[85,90)",FALSE,0.2465580616146326
2194,393,9,-79.34940875612665,43.600191863719374,30,9,"[5,10)",FALSE,0.2898721339181065
66,375,19,-79.12044293149374,43.6183727695141,60,62,"[60,65)",FALSE,0.1704713825136423
488,387,13,-79.02742863084423,43.70277324020862,40,61,"[85,90)",FALSE,0.21606338378041984
164,409,9,-79.15892437029397,43.76139467349276,30,60,"[85,90)",TRUE,0.2898721339181065
1961,116,13,-79.06136614398565,43.73850200795568,60,71,"[10,15)",TRUE,0.21606338378041984
978,12,6,-79.1700529609574,43.790770964790134,40,61,"[85,90)",TRUE,0.10214000712148846
719,376,13,-79.06606840630994,43.70567850824445,50,31,"[20,25)",FALSE,0.21606338378041984
2622,386,23,-79.10502577479929,43.61218317463063,40,20,"[25,30)",FALSE,0.20431941663846373
144,361,2,-79.6268256843905,43.67542709927075,40,51,"[85,90)",FALSE,0.19843852175399662
659,361,16,-79.0222286987002,43.670847417088225,50,97,"[70,75)",TRUE,0.12078052596189082
2132,362,19,-79.04054144961992,43.69208731558174,30,31,"[100,)",FALSE,0.1704713825136423
950,386,7,-79.21910726221977,43.69467150643468,60,41,"[20,25)",FALSE,0.16900317068211734
66,392,16,-79.53098580738298,43.64996060966514,50,35,"[45,50)",FALSE,0.12078052596189082
667,63,15,-79.6435859277728,43.71152479746379,40,82,"[85,90)",TRUE,0.27325429841876026
144,386,20,-79.64111807191512,43.755853021889926,60,33,"[45,50)",FALSE,0.17796507151797414
164,12,5,-79.26016660460736,43.79541055969894,60,88,"[60,65)",TRUE,0.2390534340403974
719,338,14,-79.46863420867594,43.68701871875673,50,71,"[100,)",FALSE,0.2189563052263111
66,316,5,-79.09117978418945,43.65355576700531,60,47,"[85,90)",FALSE,0.2390534340403974
2132,208,23,-79.52432362576947,43.76993650505319,50,54,"[100,)",TRUE,0.20431941663846373
144,376,23,-79.62864701475483,43.74310399889946,40,27,"[80,85)",FALSE,0.20431941663846373
2132,359,3,-79.57988914541203,43.644182675099,40,75,"[85,90)",TRUE,0.1690231145825237
2194,423,10,-79.33917089713505,43.74972788644954,40,87,"[85,90)",FALSE,0.14983852771110834
667,176,1,-79.24788949848153,43.63853106526658,30,73,"[70,75)",TRUE,0.23757148133590816
719,317,6,-79.45514706968098,43.743965302361175,40,26,"[45,50)",FALSE,0.10214000712148846
667,12,11,-79.60940019582631,43.69815818350762,30,30,"[75,80)",FALSE,0.2465580616146326
2194,319,20,-79.47764678170206,43.74208910418674,60,11,"[65,70)",FALSE,0.17796507151797414
2132,186,14,-79.24826623272384,43.710784997837614,30,55,"[75,80)",FALSE,0.2189563052263111
66,376,2,-79.33191567597679,43.70149026177823,50,45,"[90,95)",FALSE,0.19843852175399662
2194,165,15,-79.2597277056775,43.790905174938956,30,67,"[75,80)",TRUE,0.27325429841876026
164,63,20,-79.40153504237533,43.63897601598874,40,68,"[20,25)",FALSE,0.17796507151797414
164,51,15,-79.55007079036442,43.70385324349627,60,96,"[65,70)",TRUE,0.27325429841876026
488,387,21,-79.50031949416734,43.61450955285691,60,15,"[20,25)",FALSE,0.17609285484068096
2194,359,20,-79.62626118800836,43.78835923699662,60,44,"[45,50)",FALSE,0.17796507151797414
2622,12,8,-79.02698845339474,43.71662195655517,60,95,"[80,85)",FALSE,0.13440989600494505
2611,387,6,-79.48147878970485,43.63535185181536,50,37,"[70,75)",FALSE,0.10214000712148846
23,319,24,-79.6265740571078,43.7680871436838,60,26,"[85,90)",FALSE,0.13554216166958213
66,403,17,-79.1917351209675,43.608376830071215,40,73,"[40,45)",FALSE,0.18366153482347725
659,51,16,-79.60018981759204,43.731731278821826,60,68,"[85,90)",FALSE,0.12078052596189082
2132,146,8,-79.17575531590265,43.673304211162034,30,84,"[75,80)",TRUE,0.13440989600494505
1961,207,1,-79.61312819516752,43.775325543433425,60,23,"[85,90)",TRUE,0.23757148133590816
2194,234,23,-79.13501126480988,43.683126139640805,40,35,"[85,90)",FALSE,0.20431941663846373
23,84,23,-79.21636137419846,43.744561089482154,30,85,"[95,100)",FALSE,0.20431941663846373
488,165,4,-79.2898824686301,43.66113856476731,60,6,"[40,45)",FALSE,0.29900998231023546
1961,243,4,-79.58023247288075,43.65383372320794,40,23,"[85,90)",FALSE,0.29900998231023546
164,338,16,-79.09560811187839,43.63283173949458,30,54,"[75,80)",FALSE,0.12078052596189082
416,186,15,-79.63062205865282,43.63986149905249,60,8,"[85,90)",FALSE,0.27325429841876026
719,423,12,-79.43261686387704,43.68833526531235,30,75,"[20,25)",FALSE,0.23205783595331012
23,386,16,-79.4871360691148,43.74558235472068,50,28,"[60,65)",FALSE,0.12078052596189082
2611,317,21,-79.46010976696853,43.709632098907605,60,36,"[75,80)",FALSE,0.17609285484068096
23,240,19,-79.39560301578604,43.712164729926734,60,16,"[50,55)",FALSE,0.1704713825136423
488,51,19,-79.64014294644585,43.71114712385461,50,63,"[30,35)",FALSE,0.1704713825136423
978,248,9,-79.30414582703962,43.636131077073514,40,91,"[30,35)",TRUE,0.2898721339181065
66,237,4,-79.07580572017469,43.67014484032988,40,63,"[65,70)",FALSE,0.29900998231023546
